Timestamp,Prediction
13:48:55,Not attentive
13:48:55,Attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
14:44:20,Not attentive
14:44:20,Not attentive
14:44:20,Not attentive
14:44:20,Not attentive
14:44:20,Not attentive
14:44:20,Not attentive
14:44:20,Not attentive
14:44:20,Not attentive
14:44:21,Not attentive
14:44:21,Not attentive
14:44:21,Attentive
14:44:21,Not attentive
14:44:21,Not attentive
14:44:21,Not attentive
14:44:21,Not attentive
14:44:22,Not attentive
14:44:22,Not attentive
14:44:22,Not attentive
14:44:22,Attentive
14:44:22,Attentive
14:44:22,Attentive
14:44:23,Attentive
14:44:23,Attentive
14:44:23,Attentive
14:44:23,Attentive
14:44:23,Attentive
14:44:23,Attentive
14:44:24,Attentive
14:44:24,Not attentive
14:44:24,Not attentive
14:44:24,Attentive
14:44:24,Attentive
14:44:24,Not attentive
14:44:24,Attentive
14:44:25,Attentive
14:44:25,Not attentive
14:44:25,Attentive
14:44:25,Attentive
14:44:25,Attentive
14:44:25,Attentive
14:44:25,Attentive
14:44:25,Attentive
14:44:26,Attentive
14:44:26,Not attentive
14:44:26,Not attentive
14:44:26,Not attentive
14:44:26,Not attentive
14:44:26,Not attentive
14:44:26,Not attentive
14:44:26,Not attentive
14:44:27,Not attentive
14:44:27,Not attentive
14:44:27,Attentive
14:44:27,Attentive
14:44:28,Attentive
14:44:28,Attentive
14:44:28,Attentive
14:44:29,Attentive
14:44:29,Attentive
14:44:29,Attentive
14:44:29,Not attentive
14:44:29,Not attentive
14:44:29,Not attentive
14:44:29,Not attentive
14:44:29,Attentive
14:44:30,Attentive
14:44:30,Not attentive
14:44:30,Not attentive
14:44:30,Not attentive
14:44:30,Not attentive
14:44:30,Not attentive
14:44:31,Not attentive
14:44:31,Not attentive
14:44:31,Not attentive
14:44:31,Not attentive
14:44:31,Not attentive
14:44:31,Not attentive
14:44:31,Not attentive
14:44:32,Not attentive
14:44:32,Not attentive
14:44:32,Attentive
14:44:32,Attentive
14:44:32,Not attentive
14:44:32,Attentive
14:44:32,Attentive
14:44:32,Attentive
14:44:33,Attentive
14:44:33,Attentive
14:44:33,Attentive
14:44:33,Attentive
14:44:33,Attentive
14:44:33,Attentive
14:44:33,Attentive
14:44:33,Attentive
14:44:34,Attentive
14:44:34,Attentive
14:44:34,Attentive
14:44:34,Attentive
14:44:34,Attentive
14:44:34,Attentive
14:44:34,Attentive
14:44:35,Attentive
14:44:35,Attentive
14:44:35,Attentive
14:44:35,Attentive
14:44:35,Attentive
14:44:35,Attentive
14:44:35,Attentive
14:44:35,Attentive
14:44:36,Attentive
14:44:36,Attentive
14:44:36,Attentive
14:44:36,Attentive
14:44:36,Attentive
14:44:36,Not attentive
14:44:36,Not attentive
14:44:36,Not attentive
14:44:37,Not attentive
14:44:37,Not attentive
14:44:37,Not attentive
14:44:37,Not attentive
14:44:37,Not attentive
14:44:37,Not attentive
14:44:37,Attentive
14:44:38,Attentive
14:44:38,Attentive
14:44:38,Attentive
14:44:38,Attentive
14:44:38,Attentive
14:44:38,Attentive
14:44:38,Attentive
14:44:38,Attentive
14:44:39,Attentive
14:44:39,Attentive
14:44:39,Attentive
14:44:39,Attentive
14:44:39,Attentive
14:44:39,Attentive
14:44:39,Attentive
14:44:39,Not attentive
14:44:40,Attentive
